session_id	original_session_id
ses-1219394738	ses-1219394738
ses-1219420367	ses-1219420367
ses-1220332457	ses-1220332457
ses-1220536876	ses-1220536876
ses-1220541078	ses-1220541078
ses-1220543791	ses-1220543791
ses-1220550427	ses-1220550427
ses-1220563240	ses-1220563240
ses-1220570982	ses-1220570982
ses-1220614632	ses-1220614632
ses-1220623195	ses-1220623195
ses-1220624440	ses-1220624440
ses-1220639014	ses-1220639014
ses-1220646787	ses-1220646787
ses-1221146354	ses-1221146354
ses-1221164423	ses-1221164423
ses-1221499747	ses-1221499747
ses-1221512583	ses-1221512583
ses-1221556157	ses-1221556157
