onset	duration	nwb_table	treelevel
8.443999767303467	0.09999999999999964	epochs	0.0
8.443999767303467	0.04499999999999993	epochs	1.0
8.488999767303467	0.009999999999999787	epochs	1.0
8.498999767303467	0.04499999999999993	epochs	1.0
8.543999767303466	0.5399200000000004	epochs	0.0
8.543999767303466	0.5	epochs	-1.0
8.543999767303466	0.5	epochs	-1.0
8.543999767303466	0.5	epochs	1.0
9.043999767303466	0.0399200000000004	epochs	-1.0
9.043999767303466	0.025000000000000355	epochs	-1.0
9.043999767303466	0.025000000000000355	epochs	1.0
9.068999767303467	0.009999999999999787	epochs	-1.0
9.068999767303467	0.009999999999999787	epochs	1.0
9.078999767303467	0.0049200000000002575	epochs	-1.0
9.078999767303467	0.0049200000000002575	epochs	1.0
9.083919767303467	0.16507499999999986	epochs	0.0
9.25	0.09999999999999964	epochs	0.0
9.25	0.04499999999999993	epochs	1.0
9.295	0.009999999999999787	epochs	1.0
9.305	0.04499999999999993	epochs	1.0
9.35	0.5399150000000006	epochs	0.0
9.35	0.5	epochs	-1.0
9.35	0.5	epochs	-1.0
9.35	0.5	epochs	1.0
9.85	0.03991500000000059	epochs	-1.0
9.85	0.025000000000000355	epochs	-1.0
9.85	0.025000000000000355	epochs	1.0
9.875	0.009999999999999787	epochs	-1.0
9.875	0.009999999999999787	epochs	1.0
9.885	0.004915000000000447	epochs	-1.0
9.885	0.004915000000000447	epochs	1.0
9.889915	0.16507999999999967	epochs	0.0
10.068999767303467	0.09999999999999964	epochs	0.0
10.068999767303467	0.04499999999999993	epochs	1.0
10.113999767303467	0.009999999999999787	epochs	1.0
10.123999767303467	0.04499999999999993	epochs	1.0
10.168999767303466	0.53993	epochs	0.0
10.168999767303466	0.5	epochs	-1.0
10.168999767303466	0.5	epochs	-1.0
10.168999767303466	0.5	epochs	1.0
10.668999767303466	0.03993000000000002	epochs	-1.0
10.668999767303466	0.025000000000000355	epochs	-1.0
10.668999767303466	0.025000000000000355	epochs	1.0
10.693999767303467	0.009999999999999787	epochs	-1.0
10.693999767303467	0.009999999999999787	epochs	1.0
10.703999767303467	0.004929999999999879	epochs	-1.0
10.703999767303467	0.004929999999999879	epochs	1.0
10.708929767303466	0.16506500000000024	epochs	0.0
411.3279995918274	0.10000000000002274	epochs	0.0
411.3279995918274	0.045000000000015916	epochs	1.0
411.3729995918274	0.009999999999990905	epochs	1.0
411.3829995918274	0.045000000000015916	epochs	1.0
411.4279995918274	0.7049949999999967	epochs	0.0
411.4279995918274	0.5	epochs	-1.0
411.4279995918274	0.5	epochs	1.0
411.9279995918274	0.060000000000002274	epochs	-1.0
411.9279995918274	0.024999999999977263	epochs	-1.0
411.9279995918274	0.024999999999977263	epochs	1.0
411.9529995918274	0.009999999999990905	epochs	-1.0
411.9529995918274	0.009999999999990905	epochs	1.0
411.9629995918274	0.025000000000034106	epochs	-1.0
411.9629995918274	0.025000000000034106	epochs	1.0
411.9879995918274	0.060000000000002274	epochs	-1.0
411.9879995918274	0.024999999999977263	epochs	-1.0
411.9879995918274	0.024999999999977263	epochs	1.0
412.0129995918274	0.009999999999990905	epochs	-1.0
412.0129995918274	0.009999999999990905	epochs	1.0
412.0229995918274	0.025000000000034106	epochs	-1.0
412.0229995918274	0.025000000000034106	epochs	1.0
412.0479995918274	0.05999999999994543	epochs	-1.0
412.0479995918274	0.024999999999977263	epochs	-1.0
412.0479995918274	0.024999999999977263	epochs	1.0
412.0729995918274	0.009999999999990905	epochs	-1.0
412.0729995918274	0.009999999999990905	epochs	1.0
412.0829995918274	0.024999999999977263	epochs	-1.0
412.0829995918274	0.024999999999977263	epochs	1.0
412.10799959182737	0.02499500000004673	epochs	1.0
475.4359998703003	0.10000000000002274	epochs	0.0
475.4359998703003	0.045000000000015916	epochs	1.0
475.4809998703003	0.009999999999990905	epochs	1.0
475.4909998703003	0.045000000000015916	epochs	1.0
475.5359998703003	61.384995	epochs	0.0
475.5359998703003	0.5	epochs	-1.0
475.5359998703003	0.5	epochs	-1.0
475.5359998703003	0.5	epochs	1.0
476.0359998703003	0.060000000000002274	epochs	-1.0
476.0359998703003	0.024999999999977263	epochs	-1.0
476.0359998703003	0.024999999999977263	epochs	1.0
476.0609998703003	0.009999999999990905	epochs	-1.0
476.0609998703003	0.009999999999990905	epochs	1.0
476.0709998703003	0.025000000000034106	epochs	-1.0
476.0709998703003	0.025000000000034106	epochs	1.0
476.0959998703003	0.060000000000002274	epochs	-1.0
476.0959998703003	0.024999999999977263	epochs	-1.0
476.0959998703003	0.024999999999977263	epochs	1.0
476.1209998703003	0.009999999999990905	epochs	-1.0
476.1209998703003	0.009999999999990905	epochs	1.0
476.1309998703003	0.025000000000034106	epochs	-1.0
476.1309998703003	0.025000000000034106	epochs	1.0
